,Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,joined_days,Age,Living_With,Children,Family_Size,Is_Parent
1060,Postgraduate,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,4709,75,Partner,2,4,1
1061,Graduate,65196.0,34,743,19,181,12,0,200,2,7,6,11,5,4319,66,Partner,2,4,1
1062,Postgraduate,42000.0,23,124,83,267,85,59,35,2,5,2,11,5,4334,37,Alone,0,1,0
1063,Postgraduate,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,3960,51,Alone,2,3,1
1064,Postgraduate,65526.0,22,397,19,69,12,0,9,1,4,4,8,2,3968,60,Partner,1,3,1
1065,Graduate,16860.0,19,10,4,4,3,3,14,3,1,1,3,7,4698,63,Partner,2,4,1
1066,Graduate,83528.0,7,530,117,678,134,44,147,1,4,10,8,1,3978,32,Alone,0,1,0
1067,Undergraduate,64176.0,52,1215,33,249,64,116,149,8,8,9,8,6,4707,59,Alone,1,2,1
1068,Graduate,22304.0,91,3,2,7,0,4,2,1,1,0,2,8,4706,68,Alone,0,1,0
1069,Graduate,67023.0,93,444,44,382,11,8,17,1,3,7,13,2,3975,46,Partner,0,2,0
1070,Postgraduate,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,3954,53,Partner,1,3,1
1071,Graduate,70713.0,23,736,114,279,82,76,190,6,5,6,8,3,4707,58,Partner,1,3,1
1072,Graduate,59925.0,83,473,21,176,19,21,56,3,9,2,9,6,4680,69,Partner,1,3,1
1073,Graduate,39722.0,92,32,0,5,2,0,8,2,2,0,3,5,3955,71,Partner,1,3,1
1074,Graduate,46610.0,4,288,10,30,4,10,125,1,6,1,6,6,4326,66,Partner,0,2,0
1075,Graduate,88347.0,32,1050,178,555,77,138,118,1,4,7,9,1,4341,63,Partner,0,2,0
1076,Postgraduate,87171.0,27,1001,44,107,58,44,44,1,6,7,11,2,4343,43,Partner,0,2,0
1077,Undergraduate,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,4324,48,Partner,2,4,1
1078,Postgraduate,50014.0,9,234,14,77,19,10,42,2,4,1,8,5,3957,56,Alone,1,2,1
1079,Postgraduate,41014.0,65,7,2,6,2,0,3,1,1,0,2,7,4322,46,Partner,1,3,1
1080,Graduate,66294.0,68,251,108,334,65,92,117,1,4,3,5,2,3962,59,Alone,0,1,0
1081,Graduate,36715.0,16,172,10,125,21,13,16,6,7,2,4,9,4693,53,Partner,1,3,1
1082,Graduate,79456.0,12,565,42,548,64,83,99,1,5,6,4,3,4688,68,Partner,0,2,0
1083,Graduate,40479.0,95,5,0,8,2,0,0,1,0,0,3,4,4327,42,Partner,1,3,1
1084,Postgraduate,75345.0,16,918,57,842,99,38,133,1,5,8,6,3,4342,54,Alone,0,1,0
1085,Graduate,54233.0,46,652,8,158,21,0,142,4,11,6,5,8,4340,47,Partner,1,3,1
1086,Graduate,24163.0,3,4,1,7,2,1,2,2,1,0,3,4,4332,54,Alone,2,3,1
1087,Postgraduate,84460.0,80,152,27,103,106,54,81,0,9,9,4,5,4340,66,Partner,0,2,0
1088,Graduate,43776.0,77,8,0,9,2,1,3,1,1,0,2,6,3976,41,Partner,1,3,1
1089,Postgraduate,71691.0,0,336,130,411,240,32,43,1,4,7,5,2,3962,66,Alone,0,1,0
1090,Postgraduate,85844.0,62,938,19,843,25,95,38,1,6,6,7,2,3950,51,Partner,0,2,0
1091,Postgraduate,39190.0,91,68,8,18,19,8,12,2,2,1,4,5,3953,50,Alone,1,2,1
1092,Graduate,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,4321,65,Partner,0,2,0
1093,Postgraduate,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,4322,52,Alone,2,3,1
1094,Postgraduate,57236.0,22,105,0,9,2,1,4,3,2,1,4,3,3967,59,Partner,2,4,1
1095,Graduate,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,4337,45,Alone,1,2,1
1096,Graduate,79803.0,54,574,8,216,21,16,33,1,4,3,5,1,3977,66,Alone,1,2,1
1097,Undergraduate,80910.0,71,160,80,369,67,39,41,1,3,3,8,1,4679,38,Alone,0,1,0
1098,Postgraduate,27590.0,38,6,0,5,0,0,1,1,1,0,2,7,4321,42,Partner,1,3,1
1099,Graduate,56775.0,62,614,35,160,58,35,35,2,5,8,10,5,4342,45,Partner,1,3,1
1100,Graduate,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,4336,49,Alone,0,1,0
1101,Undergraduate,54210.0,18,70,54,109,80,9,45,2,4,1,7,5,4324,45,Partner,1,3,1
1102,Graduate,38508.0,95,120,19,206,25,19,54,6,7,2,5,8,4342,38,Partner,1,3,1
1103,Graduate,53187.0,66,211,2,30,7,7,10,2,4,1,6,5,4318,54,Partner,1,3,1
1104,Graduate,30023.0,28,11,0,16,7,6,21,1,2,0,3,8,3955,52,Partner,1,3,1
1105,Postgraduate,76045.0,78,760,53,400,17,93,0,1,4,5,11,2,4329,64,Alone,0,1,0
1106,Postgraduate,50870.0,13,53,0,8,0,0,2,1,2,0,3,5,3960,72,Partner,1,3,1
1107,Undergraduate,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,4341,54,Partner,0,2,0
1108,Undergraduate,65463.0,17,391,32,70,21,32,16,2,6,2,9,5,3949,50,Partner,1,3,1
1109,Graduate,66480.0,71,199,9,57,20,21,6,7,4,1,7,4,3948,59,Partner,2,4,1
1110,Graduate,76773.0,79,516,56,449,86,33,16,1,2,2,11,1,4319,70,Alone,0,1,0
1111,Undergraduate,81698.0,1,709,45,115,30,160,45,1,8,2,5,5,4343,41,Alone,0,1,0
1112,Postgraduate,54466.0,78,12,0,4,0,0,0,1,1,0,2,5,3970,51,Alone,2,3,1
1113,Postgraduate,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,3962,64,Alone,0,1,0
1114,Postgraduate,16269.0,75,19,3,18,3,1,0,3,3,0,3,8,4314,40,Alone,1,2,1
1115,Graduate,71819.0,70,1224,28,140,0,14,168,3,3,3,5,6,4316,53,Partner,1,3,1
1116,Postgraduate,33569.0,10,16,2,18,3,0,24,1,1,1,2,8,4328,41,Partner,1,3,1
1117,Postgraduate,36262.0,24,88,39,54,64,28,153,1,3,5,3,6,4324,41,Partner,0,2,0
1118,Undergraduate,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,4328,58,Partner,0,2,0
1119,Undergraduate,47025.0,98,508,11,59,23,5,29,5,11,1,6,9,4332,46,Partner,1,3,1
1120,Graduate,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,4338,56,Alone,1,2,1
1121,Postgraduate,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,4688,45,Partner,1,3,1
1122,Postgraduate,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,4327,51,Alone,2,3,1
1123,Graduate,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,4320,45,Alone,1,2,1
1124,Graduate,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,4692,70,Partner,1,3,1
1125,Graduate,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,4692,62,Alone,2,3,1
1126,Graduate,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,4702,58,Alone,2,3,1
1127,Graduate,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,3955,47,Partner,3,5,1
1128,Undergraduate,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,4332,39,Alone,0,1,0
1129,Undergraduate,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,4324,72,Alone,0,1,0
1130,Postgraduate,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,4329,73,Partner,1,3,1
1131,Graduate,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,4334,57,Alone,2,3,1
1132,Graduate,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,3972,46,Partner,1,3,1
1133,Graduate,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,4698,48,Partner,1,3,1
1134,Graduate,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,4315,39,Alone,0,1,0
1135,Undergraduate,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,3955,50,Partner,1,3,1
1136,Postgraduate,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,4705,56,Partner,2,4,1
1137,Postgraduate,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,4341,62,Alone,0,1,0
1138,Postgraduate,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,3957,35,Alone,0,1,0
1139,Graduate,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,4342,63,Partner,1,3,1
1140,Postgraduate,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,4324,71,Partner,1,3,1
1141,Graduate,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,4313,35,Partner,1,3,1
1142,Undergraduate,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,3968,46,Alone,1,2,1
1143,Postgraduate,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,4327,62,Alone,1,2,1
1144,Graduate,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,4339,79,Alone,0,1,0
1145,Postgraduate,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,3958,50,Partner,1,3,1
1146,Graduate,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,4325,43,Partner,1,3,1
1147,Graduate,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,4696,68,Partner,2,4,1
1148,Postgraduate,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,4332,70,Partner,1,3,1
1149,Graduate,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,4697,38,Alone,1,2,1
1150,Postgraduate,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,4338,81,Alone,0,1,0
1151,Graduate,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,4681,60,Partner,1,3,1
1152,Graduate,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,4681,45,Partner,1,3,1
1153,Graduate,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,4688,50,Partner,0,2,0
1154,Postgraduate,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,3976,64,Partner,1,3,1
1155,Postgraduate,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,3951,61,Alone,2,3,1
1156,Graduate,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,4323,48,Partner,2,4,1
1157,Graduate,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,4705,50,Partner,0,2,0
1158,Graduate,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,3950,63,Partner,0,2,0
1159,Graduate,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,4333,73,Partner,1,3,1
1160,Graduate,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,3956,59,Partner,1,3,1
1161,Graduate,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,4696,68,Partner,2,4,1
1162,Graduate,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,4690,59,Partner,1,3,1
1163,Graduate,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,4688,30,Partner,0,2,0
1164,Postgraduate,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,4331,50,Partner,1,3,1
1165,Graduate,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,4321,52,Partner,1,3,1
1166,Undergraduate,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,4339,56,Partner,1,3,1
1167,Graduate,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,4688,56,Partner,3,5,1
1168,Graduate,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,4315,76,Partner,0,2,0
1169,Graduate,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,3957,55,Alone,0,1,0
1170,Undergraduate,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,3962,28,Partner,0,2,0
1171,Undergraduate,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,3962,50,Partner,0,2,0
1172,Postgraduate,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,4684,34,Partner,0,2,0
1173,Postgraduate,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,3967,67,Partner,2,4,1
1174,Undergraduate,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,4336,45,Partner,1,3,1
1175,Postgraduate,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,4331,64,Partner,1,3,1
1176,Postgraduate,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,4707,72,Partner,2,4,1
1177,Graduate,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,4327,43,Partner,1,3,1
1178,Graduate,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,4331,43,Alone,2,3,1
1179,Postgraduate,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,3966,33,Alone,0,1,0
1180,Graduate,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,4331,74,Partner,1,3,1
1181,Graduate,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,4339,67,Partner,1,3,1
1182,Postgraduate,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,4325,63,Alone,1,2,1
1183,Undergraduate,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,4341,66,Alone,2,3,1
1184,Graduate,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,3971,53,Alone,1,2,1
1185,Graduate,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,4342,39,Alone,1,2,1
1186,Graduate,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,4322,59,Partner,2,4,1
1187,Postgraduate,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,4319,72,Alone,1,2,1
1188,Postgraduate,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,4704,62,Partner,1,3,1
1189,Undergraduate,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,3952,50,Partner,2,4,1
1190,Postgraduate,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,4688,54,Alone,0,1,0
1191,Postgraduate,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,4693,55,Alone,1,2,1
1192,Graduate,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,3959,64,Alone,1,2,1
1193,Graduate,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,3962,72,Alone,1,2,1
1194,Postgraduate,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,4322,55,Partner,2,4,1
1195,Postgraduate,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,4323,56,Alone,1,2,1
1196,Undergraduate,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,4343,59,Partner,1,3,1
1197,Postgraduate,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,4313,55,Partner,1,3,1
1198,Postgraduate,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,3974,52,Partner,0,2,0
1199,Undergraduate,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,4701,63,Alone,1,2,1
1200,Graduate,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,4333,47,Partner,2,4,1
1201,Graduate,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,4319,65,Partner,1,3,1
1202,Postgraduate,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,4313,66,Partner,1,3,1
1203,Graduate,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,4700,45,Alone,1,2,1
1204,Postgraduate,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,4327,67,Partner,0,2,0
1205,Postgraduate,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,4324,68,Partner,1,3,1
1206,Postgraduate,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,4322,59,Partner,0,2,0
1207,Graduate,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,4315,34,Partner,0,2,0
1208,Postgraduate,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,3963,67,Partner,2,4,1
1209,Graduate,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,4322,59,Partner,1,3,1
1210,Graduate,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,4332,67,Partner,1,3,1
1211,Graduate,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,4329,69,Partner,1,3,1
1212,Graduate,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,4317,52,Partner,1,3,1
1213,Graduate,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,4332,55,Partner,0,2,0
1214,Graduate,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,4679,52,Partner,2,4,1
1215,Graduate,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,4316,49,Alone,2,3,1
1216,Graduate,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,4327,59,Alone,1,2,1
1217,Postgraduate,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,4702,61,Partner,2,4,1
1218,Postgraduate,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,4338,33,Partner,0,2,0
1219,Graduate,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,4325,61,Alone,1,2,1
1220,Undergraduate,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,4688,38,Alone,1,2,1
1221,Graduate,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,4322,51,Partner,1,3,1
1222,Undergraduate,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,4318,67,Alone,0,1,0
1223,Graduate,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,4314,43,Partner,2,4,1
1224,Postgraduate,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,4322,66,Alone,2,3,1
1225,Postgraduate,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,4316,65,Partner,1,3,1
1226,Postgraduate,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,4332,69,Alone,0,1,0
1227,Graduate,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,4688,38,Partner,1,3,1
1228,Postgraduate,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,4329,49,Partner,1,3,1
1229,Postgraduate,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,3949,69,Partner,2,4,1
1230,Graduate,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,4329,53,Alone,2,3,1
1231,Postgraduate,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,4315,38,Partner,1,3,1
1232,Graduate,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,3970,46,Alone,1,2,1
1233,Graduate,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,4323,41,Partner,1,3,1
1234,Postgraduate,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,3977,48,Partner,1,3,1
1235,Graduate,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,3953,53,Partner,1,3,1
1236,Postgraduate,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,3962,68,Partner,1,3,1
1237,Graduate,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,4340,52,Partner,0,2,0
1238,Graduate,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,4340,35,Partner,1,3,1
1239,Graduate,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,4315,72,Alone,2,3,1
1240,Undergraduate,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,3961,40,Alone,1,2,1
1241,Postgraduate,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,4341,57,Partner,3,5,1
1242,Graduate,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,3955,62,Alone,1,2,1
1243,Postgraduate,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,3959,77,Partner,0,2,0
1244,Postgraduate,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,4706,46,Partner,1,3,1
1245,Graduate,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,3961,53,Alone,0,1,0
1246,Undergraduate,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,4707,32,Alone,1,2,1
1247,Graduate,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,4339,56,Partner,2,4,1
1248,Postgraduate,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,3955,51,Partner,1,3,1
1249,Graduate,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,3955,49,Partner,1,3,1
1250,Postgraduate,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,4317,59,Partner,0,2,0
1251,Graduate,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,4328,72,Partner,2,4,1
1252,Postgraduate,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,4322,57,Partner,1,3,1
1253,Graduate,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,4332,52,Partner,1,3,1
1254,Graduate,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,4326,61,Alone,1,2,1
1255,Postgraduate,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,4680,54,Partner,2,4,1
1256,Undergraduate,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,4707,69,Partner,1,3,1
1257,Graduate,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,3967,49,Partner,1,3,1
1258,Graduate,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,3960,48,Partner,2,4,1
1259,Graduate,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,4328,55,Partner,0,2,0
1260,Postgraduate,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,3960,51,Alone,2,3,1
1261,Postgraduate,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,4322,41,Alone,0,1,0
1262,Postgraduate,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,4339,42,Partner,0,2,0
1263,Graduate,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,4338,64,Partner,2,4,1
1264,Graduate,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,3973,72,Alone,2,3,1
1265,Graduate,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,4336,49,Alone,0,1,0
1266,Postgraduate,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,4686,61,Partner,2,4,1
1267,Graduate,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,4336,54,Partner,1,3,1
1268,Postgraduate,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,4324,76,Partner,1,3,1
1269,Undergraduate,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,3958,66,Alone,0,1,0
1270,Graduate,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,3972,80,Partner,0,2,0
1271,Postgraduate,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,4322,61,Alone,1,2,1
1272,Graduate,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,4684,52,Alone,1,2,1
1273,Postgraduate,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,4325,58,Partner,2,4,1
1274,Postgraduate,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,4689,56,Alone,1,2,1
1275,Graduate,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,4318,53,Partner,1,3,1
1276,Postgraduate,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,4328,49,Partner,1,3,1
1277,Graduate,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,4343,60,Partner,3,5,1
1278,Graduate,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,4689,46,Alone,0,1,0
1279,Graduate,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,4315,49,Partner,1,3,1
1280,Graduate,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,4701,41,Partner,0,2,0
1281,Undergraduate,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,4692,53,Alone,0,1,0
1282,Postgraduate,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,4690,67,Partner,2,4,1
1283,Postgraduate,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,4323,73,Partner,0,2,0
1284,Undergraduate,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,4705,73,Partner,0,2,0
1285,Graduate,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,4330,54,Alone,1,2,1
1286,Postgraduate,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,4687,52,Partner,1,3,1
1287,Undergraduate,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,4336,55,Partner,2,4,1
1288,Postgraduate,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,4334,52,Partner,0,2,0
1289,Graduate,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,4680,53,Partner,0,2,0
1290,Graduate,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,4339,68,Partner,0,2,0
1291,Graduate,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,4313,53,Alone,1,2,1
1292,Undergraduate,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,3961,51,Partner,1,3,1
1293,Postgraduate,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,4337,47,Alone,2,3,1
1294,Postgraduate,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,3967,61,Alone,2,3,1
1295,Postgraduate,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,3950,70,Partner,1,3,1
1296,Postgraduate,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,4319,46,Partner,1,3,1
1297,Graduate,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,4320,58,Partner,1,3,1
1298,Graduate,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,3960,78,Partner,0,2,0
1299,Graduate,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,4683,46,Alone,2,3,1
1300,Postgraduate,157733.0,37,39,1,9,2,0,8,0,1,0,1,1,4340,53,Partner,1,3,1
1301,Graduate,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,4340,71,Partner,0,2,0
1302,Undergraduate,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,3961,39,Partner,0,2,0
1303,Graduate,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,4319,54,Alone,2,3,1
1304,Graduate,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,4709,45,Partner,0,2,0
1305,Graduate,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,4316,58,Partner,1,3,1
1306,Graduate,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,4341,48,Partner,2,4,1
1307,Postgraduate,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,3956,59,Partner,0,2,0
1308,Graduate,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,3965,42,Partner,0,2,0
1309,Graduate,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,4322,52,Partner,1,3,1
1310,Postgraduate,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,3948,64,Partner,1,3,1
1311,Postgraduate,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,4687,68,Alone,0,1,0
1312,Postgraduate,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,4318,59,Partner,1,3,1
1313,Undergraduate,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,4338,69,Partner,1,3,1
1314,Undergraduate,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,3968,35,Partner,1,3,1
1315,Postgraduate,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,4324,62,Alone,2,3,1
1316,Graduate,47009.0,89,171,45,73,59,10,90,4,3,2,8,4,4343,59,Partner,1,3,1
1317,Undergraduate,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,3969,51,Partner,2,4,1
1318,Graduate,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,4315,52,Partner,2,4,1
1319,Graduate,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,3978,40,Partner,1,3,1
1320,Postgraduate,81843.0,13,779,86,537,34,69,138,1,5,9,12,3,4322,64,Partner,0,2,0
